customer_id,name,email,signup_date
C1558,Customer_558,customer558@example.com,2023-11-30
C1559,Customer_559,customer559@example.com,2022-01-19
C1560,Customer_560,customer560@example.com,2022-06-26
C1561,Customer_561,customer561@example.com,2023-09-04
C1562,Customer_562,customer562@example.com,2023-01-31
C1563,Customer_563,customer563@example.com,2023-03-21
C1564,Customer_564,customer564@example.com,2022-08-21
C1565,Customer_565,customer565@example.com,2022-03-17
C1566,Customer_566,customer566@example.com,2022-09-22
C1567,Customer_567,customer567@example.com,2023-03-31
C1568,Customer_568,customer568@example.com,2023-12-19
C1569,Customer_569,customer569@example.com,2023-01-19
C1570,Customer_570,customer570@example.com,2023-07-18
C1571,Customer_571,customer571@example.com,2023-05-21
C1572,Customer_572,customer572@example.com,2023-01-02
C1573,Customer_573,customer573@example.com,2022-05-24
C1574,Customer_574,customer574@example.com,2022-03-10
C1575,Customer_575,customer575@example.com,2022-04-09
C1576,Customer_576,customer576@example.com,2023-01-31
C1577,Customer_577,customer577@example.com,2022-01-25
C1578,Customer_578,customer578@example.com,2023-04-14
C1579,Customer_579,customer579@example.com,2023-04-29
C1580,Customer_580,customer580@example.com,2023-07-19
C1581,Customer_581,customer581@example.com,2022-05-31
C1582,Customer_582,customer582@example.com,2022-05-24
C1583,Customer_583,customer583@example.com,2023-07-23
C1584,Customer_584,customer584@example.com,2022-02-08
C1585,Customer_585,customer585@example.com,2022-04-19
C1586,Customer_586,customer586@example.com,2023-11-24
C1587,Customer_587,customer587@example.com,2022-02-11
C1588,Customer_588,customer588@example.com,2022-07-05
C1589,Customer_589,customer589@example.com,2023-02-02
C1590,Customer_590,customer590@example.com,2022-08-11
C1591,Customer_591,customer591@example.com,2023-09-26
C1592,Customer_592,customer592@example.com,2022-05-13
C1593,Customer_593,customer593@example.com,2022-06-12
C1594,Customer_594,customer594@example.com,2022-08-03
C1595,Customer_595,customer595@example.com,2022-08-23
C1596,Customer_596,customer596@example.com,2023-10-20
C1597,Customer_597,customer597@example.com,2023-08-11
C1598,Customer_598,customer598@example.com,2022-01-09
C1599,Customer_599,customer599@example.com,2022-03-15
C1600,Customer_600,customer600@example.com,2023-05-07
C1601,Customer_601,customer601@example.com,2022-09-10
C1602,Customer_602,customer602@example.com,2022-08-18
C1603,Customer_603,customer603@example.com,2023-06-03
C1604,Customer_604,customer604@example.com,2022-06-23
C1605,Customer_605,customer605@example.com,2023-10-15
C1606,Customer_606,customer606@example.com,2022-06-17
C1607,Customer_607,customer607@example.com,2022-06-19
C1608,Customer_608,customer608@example.com,2023-01-28
C1609,Customer_609,customer609@example.com,2023-09-26
C1610,Customer_610,customer610@example.com,2022-07-13
C1611,Customer_611,customer611@example.com,2023-06-01
C1612,Customer_612,customer612@example.com,2022-01-29
C1613,Customer_613,customer613@example.com,2022-06-14
C1614,Customer_614,customer614@example.com,2023-02-26
C1615,Customer_615,customer615@example.com,2022-12-05
C1616,Customer_616,customer616@example.com,2023-10-10
C1617,Customer_617,customer617@example.com,2023-05-11
C1618,Customer_618,customer618@example.com,2022-12-31
C1619,Customer_619,customer619@example.com,2022-12-08
C1620,Customer_620,customer620@example.com,2023-05-15
C1621,Customer_621,customer621@example.com,2023-10-19
C1622,Customer_622,customer622@example.com,2023-05-26
C1623,Customer_623,customer623@example.com,2022-11-23
C1624,Customer_624,customer624@example.com,2022-08-05
C1625,Customer_625,customer625@example.com,2022-10-28
C1626,Customer_626,customer626@example.com,2022-05-12
C1627,Customer_627,customer627@example.com,2022-03-11
C1628,Customer_628,customer628@example.com,2022-09-09
C1629,Customer_629,customer629@example.com,2023-02-19
C1630,Customer_630,customer630@example.com,2023-03-21
C1631,Customer_631,customer631@example.com,2022-07-01
C1632,Customer_632,customer632@example.com,2022-06-16
C1633,Customer_633,customer633@example.com,2022-04-01
C1634,Customer_634,customer634@example.com,2023-12-15
C1635,Customer_635,customer635@example.com,2023-06-15
C1636,Customer_636,customer636@example.com,2022-02-08
C1637,Customer_637,customer637@example.com,2022-05-06
C1638,Customer_638,customer638@example.com,2023-03-27
C1639,Customer_639,customer639@example.com,2022-06-22
C1640,Customer_640,customer640@example.com,2023-10-15
C1641,Customer_641,customer641@example.com,2022-08-08
C1642,Customer_642,customer642@example.com,2023-09-30
C1643,Customer_643,customer643@example.com,2022-02-27
C1644,Customer_644,customer644@example.com,2023-10-22
C1645,Customer_645,customer645@example.com,2023-04-21
C1646,Customer_646,customer646@example.com,2023-04-01
C1647,Customer_647,customer647@example.com,2022-12-27
C1648,Customer_648,customer648@example.com,2022-01-01
C1649,Customer_649,customer649@example.com,2023-01-22
C1650,Customer_650,customer650@example.com,2022-12-14
C1651,Customer_651,customer651@example.com,2022-07-09
C1652,Customer_652,customer652@example.com,2023-05-20
C1653,Customer_653,customer653@example.com,2022-07-10
C1654,Customer_654,customer654@example.com,2023-05-23
C1655,Customer_655,customer655@example.com,2023-01-04
C1656,Customer_656,customer656@example.com,2023-02-13
C1657,Customer_657,customer657@example.com,2022-04-27
C1658,Customer_658,customer658@example.com,2022-05-14
C1659,Customer_659,customer659@example.com,2022-02-27
C1660,Customer_660,customer660@example.com,2023-07-10
C1661,Customer_661,customer661@example.com,2023-11-16
C1662,Customer_662,customer662@example.com,2023-11-03
C1663,Customer_663,customer663@example.com,2022-06-22
C1664,Customer_664,customer664@example.com,2022-05-29
C1665,Customer_665,customer665@example.com,2022-03-21
C1666,Customer_666,customer666@example.com,2022-08-01
C1667,Customer_667,customer667@example.com,2022-07-22
C1668,Customer_668,customer668@example.com,2022-08-17
C1669,Customer_669,customer669@example.com,2023-11-07
C1670,Customer_670,customer670@example.com,2022-08-15
C1671,Customer_671,customer671@example.com,2023-10-21
C1672,Customer_672,customer672@example.com,2023-06-16
C1673,Customer_673,customer673@example.com,2023-03-17
C1674,Customer_674,customer674@example.com,2023-02-06
C1675,Customer_675,customer675@example.com,2022-02-16
C1676,Customer_676,customer676@example.com,2022-08-21
C1677,Customer_677,customer677@example.com,2022-11-01
C1678,Customer_678,customer678@example.com,2023-06-10
C1679,Customer_679,customer679@example.com,2022-05-23
C1680,Customer_680,customer680@example.com,2023-02-19
C1681,Customer_681,customer681@example.com,2023-05-28
C1682,Customer_682,customer682@example.com,2023-01-08
C1683,Customer_683,customer683@example.com,2023-07-20
C1684,Customer_684,customer684@example.com,2022-09-16
C1685,Customer_685,customer685@example.com,2023-10-18
C1686,Customer_686,customer686@example.com,2023-04-16
C1687,Customer_687,customer687@example.com,2022-01-12
C1688,Customer_688,customer688@example.com,2022-11-26
C1689,Customer_689,customer689@example.com,2022-12-24
C1690,Customer_690,customer690@example.com,2023-02-12
C1691,Customer_691,customer691@example.com,2023-10-30
C1692,Customer_692,customer692@example.com,2023-01-08
C1693,Customer_693,customer693@example.com,2022-01-08
C1694,Customer_694,customer694@example.com,2022-05-02
C1695,Customer_695,customer695@example.com,2022-12-14
C1696,Customer_696,customer696@example.com,2023-11-07
C1697,Customer_697,customer697@example.com,2022-03-31
C1698,Customer_698,customer698@example.com,2023-10-10
C1699,Customer_699,customer699@example.com,2023-11-29
C1700,Customer_700,customer700@example.com,2022-11-12
C1701,Customer_701,customer701@example.com,2022-06-27
C1702,Customer_702,customer702@example.com,2023-06-24
C1703,Customer_703,customer703@example.com,2022-02-10
C1704,Customer_704,customer704@example.com,2023-12-05
C1705,Customer_705,customer705@example.com,2023-05-17
C1706,Customer_706,customer706@example.com,2022-05-25
C1707,Customer_707,customer707@example.com,2022-07-20
C1708,Customer_708,customer708@example.com,2023-12-25
C1709,Customer_709,customer709@example.com,2023-04-06
C1710,Customer_710,customer710@example.com,2023-07-12
C1711,Customer_711,customer711@example.com,2023-07-01
C1712,Customer_712,customer712@example.com,2022-09-10
C1713,Customer_713,customer713@example.com,2023-01-25
C1714,Customer_714,customer714@example.com,2023-08-17
C1715,Customer_715,customer715@example.com,2022-09-13
C1716,Customer_716,customer716@example.com,2023-12-10
C1717,Customer_717,customer717@example.com,2023-03-26
C1718,Customer_718,customer718@example.com,2022-01-10
C1719,Customer_719,customer719@example.com,2022-08-30
C1720,Customer_720,customer720@example.com,2022-09-08
C1721,Customer_721,customer721@example.com,2022-01-05
C1722,Customer_722,customer722@example.com,2022-04-29
C1723,Customer_723,customer723@example.com,2023-01-09
C1724,Customer_724,customer724@example.com,2022-03-06
C1725,Customer_725,customer725@example.com,2022-05-26
C1726,Customer_726,customer726@example.com,2022-08-12
C1727,Customer_727,customer727@example.com,2022-08-27
C1728,Customer_728,customer728@example.com,2022-06-26
C1729,Customer_729,customer729@example.com,2022-10-09
C1730,Customer_730,customer730@example.com,2022-03-04
C1731,Customer_731,customer731@example.com,2022-08-05
C1732,Customer_732,customer732@example.com,2023-11-20
C1733,Customer_733,customer733@example.com,2023-04-06
C1734,Customer_734,customer734@example.com,2023-09-02
C1735,Customer_735,customer735@example.com,2022-04-15
C1736,Customer_736,customer736@example.com,2022-04-09
C1737,Customer_737,customer737@example.com,2023-05-26
C1738,Customer_738,customer738@example.com,2023-01-20
C1739,Customer_739,customer739@example.com,2023-02-09
C1740,Customer_740,customer740@example.com,2023-06-02
C1741,Customer_741,customer741@example.com,2023-04-21
C1742,Customer_742,customer742@example.com,2023-12-10
C1743,Customer_743,customer743@example.com,2023-10-07
C1744,Customer_744,customer744@example.com,2023-03-13
C1745,Customer_745,customer745@example.com,2022-01-23
C1746,Customer_746,customer746@example.com,2023-07-19
C1747,Customer_747,customer747@example.com,2023-11-08
C1748,Customer_748,customer748@example.com,2023-12-15
C1749,Customer_749,customer749@example.com,2023-04-03
C1750,Customer_750,customer750@example.com,2022-03-24
C1751,Customer_751,customer751@example.com,2022-05-25
C1752,Customer_752,customer752@example.com,2022-03-26
C1753,Customer_753,customer753@example.com,2022-03-19
C1754,Customer_754,customer754@example.com,2023-04-02
C1755,Customer_755,customer755@example.com,2022-01-01
C1756,Customer_756,customer756@example.com,2022-02-20
C1757,Customer_757,customer757@example.com,2023-11-16
C1758,Customer_758,customer758@example.com,2023-12-18
C1759,Customer_759,customer759@example.com,2023-03-22
C1760,Customer_760,customer760@example.com,2023-03-25
C1761,Customer_761,customer761@example.com,2023-05-03
C1762,Customer_762,customer762@example.com,2022-02-03
C1763,Customer_763,customer763@example.com,2022-12-14
C1764,Customer_764,customer764@example.com,2022-04-05
C1765,Customer_765,customer765@example.com,2022-03-13
C1766,Customer_766,customer766@example.com,2023-07-05
C1767,Customer_767,customer767@example.com,2022-06-03
C1768,Customer_768,customer768@example.com,2022-09-07
C1769,Customer_769,customer769@example.com,2023-11-05
C1770,Customer_770,customer770@example.com,2023-03-14
C1771,Customer_771,customer771@example.com,2022-04-28
C1772,Customer_772,customer772@example.com,2022-11-02
C1773,Customer_773,customer773@example.com,2022-09-25
C1774,Customer_774,customer774@example.com,2022-02-23
C1775,Customer_775,customer775@example.com,2022-08-24
C1776,Customer_776,customer776@example.com,2023-01-24
C1777,Customer_777,customer777@example.com,2023-02-05
C1778,Customer_778,customer778@example.com,2023-09-16
C1779,Customer_779,customer779@example.com,2022-10-30
C1780,Customer_780,customer780@example.com,2022-07-26
C1781,Customer_781,customer781@example.com,2022-08-17
C1782,Customer_782,customer782@example.com,2023-08-01
C1783,Customer_783,customer783@example.com,2022-03-16
C1784,Customer_784,customer784@example.com,2023-03-11
C1785,Customer_785,customer785@example.com,2022-04-13
C1786,Customer_786,customer786@example.com,2023-02-26
C1787,Customer_787,customer787@example.com,2023-12-05
C1788,Customer_788,customer788@example.com,2022-11-02
C1789,Customer_789,customer789@example.com,2022-04-08
C1790,Customer_790,customer790@example.com,2022-12-01
C1791,Customer_791,customer791@example.com,2023-03-11
C1792,Customer_792,customer792@example.com,2023-03-23
C1793,Customer_793,customer793@example.com,2022-11-04
C1794,Customer_794,customer794@example.com,2022-09-06
C1795,Customer_795,customer795@example.com,2022-06-15
C1796,Customer_796,customer796@example.com,2023-04-26
C1797,Customer_797,customer797@example.com,2022-12-01
C1798,Customer_798,customer798@example.com,2023-06-26
C1799,Customer_799,customer799@example.com,2022-04-16
C1800,Customer_800,customer800@example.com,2023-07-17
C1801,Customer_801,customer801@example.com,2022-03-22
C1802,Customer_802,customer802@example.com,2022-05-13
C1803,Customer_803,customer803@example.com,2022-05-18
C1804,Customer_804,customer804@example.com,2022-07-03
C1805,Customer_805,customer805@example.com,2023-02-05
C1806,Customer_806,customer806@example.com,2022-11-26
C1807,Customer_807,customer807@example.com,2023-05-23
C1808,Customer_808,customer808@example.com,2022-03-10
C1809,Customer_809,customer809@example.com,2023-06-30
C1810,Customer_810,customer810@example.com,2022-02-22
C1811,Customer_811,customer811@example.com,2023-03-26
C1812,Customer_812,customer812@example.com,2022-07-24
C1813,Customer_813,customer813@example.com,2022-05-06
C1814,Customer_814,customer814@example.com,2022-02-12
C1815,Customer_815,customer815@example.com,2022-04-21
C1816,Customer_816,customer816@example.com,2023-10-25
C1817,Customer_817,customer817@example.com,2022-07-02
C1818,Customer_818,customer818@example.com,2022-04-05
C1819,Customer_819,customer819@example.com,2023-01-09
C1820,Customer_820,customer820@example.com,2023-06-04
C1821,Customer_821,customer821@example.com,2022-12-26
C1822,Customer_822,customer822@example.com,2023-11-27
C1823,Customer_823,customer823@example.com,2022-10-08
C1824,Customer_824,customer824@example.com,2022-07-14
C1825,Customer_825,customer825@example.com,2022-07-14
C1826,Customer_826,customer826@example.com,2023-10-29
C1827,Customer_827,customer827@example.com,2022-04-03
C1828,Customer_828,customer828@example.com,2023-11-03
C1829,Customer_829,customer829@example.com,2022-03-02
C1830,Customer_830,customer830@example.com,2023-09-26
C1831,Customer_831,customer831@example.com,2022-02-20
C1832,Customer_832,customer832@example.com,2023-02-07
C1833,Customer_833,customer833@example.com,2022-01-05
C1834,Customer_834,customer834@example.com,2023-04-11
C1835,Customer_835,customer835@example.com,2023-08-27
C1836,Customer_836,customer836@example.com,2023-11-13
C1837,Customer_837,customer837@example.com,2023-06-18
C1838,Customer_838,customer838@example.com,2023-02-09
C1839,Customer_839,customer839@example.com,2023-05-28
C1840,Customer_840,customer840@example.com,2023-10-07
C1841,Customer_841,customer841@example.com,2022-08-21
C1842,Customer_842,customer842@example.com,2023-06-08
C1843,Customer_843,customer843@example.com,2022-12-12
C1844,Customer_844,customer844@example.com,2022-02-15
C1845,Customer_845,customer845@example.com,2023-06-30
C1846,Customer_846,customer846@example.com,2022-03-19
C1847,Customer_847,customer847@example.com,2023-12-31
C1848,Customer_848,customer848@example.com,2022-03-14
C1849,Customer_849,customer849@example.com,2022-09-06
C1850,Customer_850,customer850@example.com,2022-02-16
C1851,Customer_851,customer851@example.com,2022-05-01
C1852,Customer_852,customer852@example.com,2022-08-02
C1853,Customer_853,customer853@example.com,2022-08-27
C1854,Customer_854,customer854@example.com,2022-02-25
C1855,Customer_855,customer855@example.com,2022-12-16
C1856,Customer_856,customer856@example.com,2022-04-17
C1857,Customer_857,customer857@example.com,2022-02-17
C1858,Customer_858,customer858@example.com,2023-07-27
C1859,Customer_859,customer859@example.com,2022-12-03
C1860,Customer_860,customer860@example.com,2022-01-26
C1861,Customer_861,customer861@example.com,2022-09-14
C1862,Customer_862,customer862@example.com,2022-01-08
C1863,Customer_863,customer863@example.com,2023-09-17
C1864,Customer_864,customer864@example.com,2022-09-10
C1865,Customer_865,customer865@example.com,2023-11-23
C1866,Customer_866,customer866@example.com,2023-12-20
C1867,Customer_867,customer867@example.com,2022-10-30
C1868,Customer_868,customer868@example.com,2023-10-01
C1869,Customer_869,customer869@example.com,2022-02-25
C1870,Customer_870,customer870@example.com,2023-12-27
C1871,Customer_871,customer871@example.com,2023-06-10
C1872,Customer_872,customer872@example.com,2023-04-19
C1873,Customer_873,customer873@example.com,2022-01-28
C1874,Customer_874,customer874@example.com,2022-03-19
C1875,Customer_875,customer875@example.com,2022-08-04
C1876,Customer_876,customer876@example.com,2023-01-21
C1877,Customer_877,customer877@example.com,2022-12-31
C1878,Customer_878,customer878@example.com,2023-10-28
C1879,Customer_879,customer879@example.com,2023-06-10
C1880,Customer_880,customer880@example.com,2023-11-30
C1881,Customer_881,customer881@example.com,2022-11-08
C1882,Customer_882,customer882@example.com,2022-01-07
C1883,Customer_883,customer883@example.com,2022-01-03
C1884,Customer_884,customer884@example.com,2023-09-15
C1885,Customer_885,customer885@example.com,2022-12-29
C1886,Customer_886,customer886@example.com,2023-05-23
C1887,Customer_887,customer887@example.com,2022-10-01
C1888,Customer_888,customer888@example.com,2023-05-21
C1889,Customer_889,customer889@example.com,2022-01-15
C1890,Customer_890,customer890@example.com,2022-07-11
C1891,Customer_891,customer891@example.com,2023-09-23
C1892,Customer_892,customer892@example.com,2023-04-30
C1893,Customer_893,customer893@example.com,2022-01-28
C1894,Customer_894,customer894@example.com,2023-12-15
C1895,Customer_895,customer895@example.com,2022-02-08
C1896,Customer_896,customer896@example.com,2022-09-30
C1897,Customer_897,customer897@example.com,2022-08-19
C1898,Customer_898,customer898@example.com,2022-03-27
C1899,Customer_899,customer899@example.com,2023-04-19
C1900,Customer_900,customer900@example.com,2022-05-06
C1901,Customer_901,customer901@example.com,2023-06-21
C1902,Customer_902,customer902@example.com,2022-05-25
C1903,Customer_903,customer903@example.com,2023-06-09
C1904,Customer_904,customer904@example.com,2022-07-31
C1905,Customer_905,customer905@example.com,2022-01-25
C1906,Customer_906,customer906@example.com,2023-08-03
C1907,Customer_907,customer907@example.com,2023-01-29
C1908,Customer_908,customer908@example.com,2022-03-08
C1909,Customer_909,customer909@example.com,2022-08-21
C1910,Customer_910,customer910@example.com,2022-04-19
C1911,Customer_911,customer911@example.com,2022-05-26
C1912,Customer_912,customer912@example.com,2022-04-21
C1913,Customer_913,customer913@example.com,2022-08-16
C1914,Customer_914,customer914@example.com,2022-04-21
C1915,Customer_915,customer915@example.com,2023-04-15
C1916,Customer_916,customer916@example.com,2022-02-03
C1917,Customer_917,customer917@example.com,2023-09-15
C1918,Customer_918,customer918@example.com,2023-01-04
C1919,Customer_919,customer919@example.com,2023-08-18
C1920,Customer_920,customer920@example.com,2023-07-08
C1921,Customer_921,customer921@example.com,2023-03-01
C1922,Customer_922,customer922@example.com,2023-09-05
C1923,Customer_923,customer923@example.com,2023-06-02
C1924,Customer_924,customer924@example.com,2023-11-23
C1925,Customer_925,customer925@example.com,2022-10-09
C1926,Customer_926,customer926@example.com,2022-11-16
C1927,Customer_927,customer927@example.com,2023-03-19
C1928,Customer_928,customer928@example.com,2022-11-11
C1929,Customer_929,customer929@example.com,2023-01-12
C1930,Customer_930,customer930@example.com,2022-10-16
C1931,Customer_931,customer931@example.com,2023-03-13
C1932,Customer_932,customer932@example.com,2023-10-24
C1933,Customer_933,customer933@example.com,2022-10-04
C1934,Customer_934,customer934@example.com,2023-12-11
C1935,Customer_935,customer935@example.com,2023-08-05
C1936,Customer_936,customer936@example.com,2023-05-18
C1937,Customer_937,customer937@example.com,2023-09-16
C1938,Customer_938,customer938@example.com,2023-05-31
C1939,Customer_939,customer939@example.com,2022-12-16
C1940,Customer_940,customer940@example.com,2023-03-22
C1941,Customer_941,customer941@example.com,2022-12-16
C1942,Customer_942,customer942@example.com,2023-08-30
C1943,Customer_943,customer943@example.com,2023-10-26
C1944,Customer_944,customer944@example.com,2022-05-17
C1945,Customer_945,customer945@example.com,2022-08-31
C1946,Customer_946,customer946@example.com,2023-06-27
C1947,Customer_947,customer947@example.com,2022-02-09
C1948,Customer_948,customer948@example.com,2022-08-17
C1949,Customer_949,customer949@example.com,2023-07-02
C1950,Customer_950,customer950@example.com,2022-08-11
C1951,Customer_951,customer951@example.com,2022-01-06
C1952,Customer_952,customer952@example.com,2022-11-18
C1953,Customer_953,customer953@example.com,2023-04-13
C1954,Customer_954,customer954@example.com,2022-03-16
C1955,Customer_955,customer955@example.com,2022-01-04
C1956,Customer_956,customer956@example.com,2023-10-08
C1957,Customer_957,customer957@example.com,2022-04-28
C1958,Customer_958,customer958@example.com,2023-08-29
C1959,Customer_959,customer959@example.com,2023-05-19
C1960,Customer_960,customer960@example.com,2023-07-28
C1961,Customer_961,customer961@example.com,2023-03-17
C1962,Customer_962,customer962@example.com,2022-07-13
C1963,Customer_963,customer963@example.com,2023-12-16
C1964,Customer_964,customer964@example.com,2023-01-27
C1965,Customer_965,customer965@example.com,2022-01-26
C1966,Customer_966,customer966@example.com,2023-03-11
C1967,Customer_967,customer967@example.com,2022-06-22
C1968,Customer_968,customer968@example.com,2022-10-27
C1969,Customer_969,customer969@example.com,2023-10-07
C1970,Customer_970,customer970@example.com,2022-11-22
C1971,Customer_971,customer971@example.com,2023-02-14
C1972,Customer_972,customer972@example.com,2022-04-28
C1973,Customer_973,customer973@example.com,2023-12-25
C1974,Customer_974,customer974@example.com,2022-08-13
C1975,Customer_975,customer975@example.com,2023-06-16
C1976,Customer_976,customer976@example.com,2022-04-23
C1977,Customer_977,customer977@example.com,2022-05-20
C1978,Customer_978,customer978@example.com,2023-07-13
C1979,Customer_979,customer979@example.com,2022-01-01
C1980,Customer_980,customer980@example.com,2022-03-31
C1981,Customer_981,customer981@example.com,2023-10-16
C1982,Customer_982,customer982@example.com,2022-11-16
C1983,Customer_983,customer983@example.com,2023-07-04
C1984,Customer_984,customer984@example.com,2022-05-19
C1985,Customer_985,customer985@example.com,2023-05-26
C1986,Customer_986,customer986@example.com,2022-09-16
C1987,Customer_987,customer987@example.com,2023-11-04
C1988,Customer_988,customer988@example.com,2023-11-21
C1989,Customer_989,customer989@example.com,2022-01-10
C1990,Customer_990,customer990@example.com,2022-09-18
C1991,Customer_991,customer991@example.com,2023-10-12
C1992,Customer_992,customer992@example.com,2022-06-21
C1993,Customer_993,customer993@example.com,2022-01-13
C1994,Customer_994,customer994@example.com,2022-06-17
C1995,Customer_995,customer995@example.com,2023-10-04
C1996,Customer_996,customer996@example.com,2023-08-19
C1997,Customer_997,customer997@example.com,2022-11-17
C1998,Customer_998,customer998@example.com,2022-11-15
C1999,Customer_999,customer999@example.com,2023-09-05
C2000,Customer_1000,customer1000@example.com,2022-11-25
C2001,Customer_1001,customer1001@example.com,2023-07-04
C2002,Customer_1002,customer1002@example.com,2023-02-23
C2003,Customer_1003,customer1003@example.com,2023-08-29
C2004,Customer_1004,customer1004@example.com,2022-04-05
C2005,Customer_1005,customer1005@example.com,2023-08-04
C2006,Customer_1006,customer1006@example.com,2022-11-14
C2007,Customer_1007,customer1007@example.com,2022-08-24
C2008,Customer_1008,customer1008@example.com,2022-11-30
C2009,Customer_1009,customer1009@example.com,2023-01-11
C2010,Customer_1010,customer1010@example.com,2023-04-04
C2011,Customer_1011,customer1011@example.com,2022-05-17
C2012,Customer_1012,customer1012@example.com,2023-08-11
C2013,Customer_1013,customer1013@example.com,2023-07-01
C2014,Customer_1014,customer1014@example.com,2023-05-28
C2015,Customer_1015,customer1015@example.com,2022-10-23
C2016,Customer_1016,customer1016@example.com,2022-11-16
C2017,Customer_1017,customer1017@example.com,2023-07-26
C2018,Customer_1018,customer1018@example.com,2022-12-15
C2019,Customer_1019,customer1019@example.com,2022-08-17
C2020,Customer_1020,customer1020@example.com,2022-09-27
C2021,Customer_1021,customer1021@example.com,2022-10-18
C2022,Customer_1022,customer1022@example.com,2023-12-26
C2023,Customer_1023,customer1023@example.com,2022-06-14
C2024,Customer_1024,customer1024@example.com,2022-01-05
C2025,Customer_1025,customer1025@example.com,2023-01-14
C2026,Customer_1026,customer1026@example.com,2022-03-19
C2027,Customer_1027,customer1027@example.com,2023-02-14
C2028,Customer_1028,customer1028@example.com,2023-07-28
C2029,Customer_1029,customer1029@example.com,2022-05-12
C2030,Customer_1030,customer1030@example.com,2023-08-24
C2031,Customer_1031,customer1031@example.com,2022-02-11
C2032,Customer_1032,customer1032@example.com,2022-03-30
C2033,Customer_1033,customer1033@example.com,2023-02-06
C2034,Customer_1034,customer1034@example.com,2022-10-23
C2035,Customer_1035,customer1035@example.com,2022-10-22
C2036,Customer_1036,customer1036@example.com,2023-09-08
C2037,Customer_1037,customer1037@example.com,2023-06-10
C2038,Customer_1038,customer1038@example.com,2023-11-22
C2039,Customer_1039,customer1039@example.com,2023-09-29
C2040,Customer_1040,customer1040@example.com,2023-02-26
C2041,Customer_1041,customer1041@example.com,2022-01-23
C2042,Customer_1042,customer1042@example.com,2023-07-29
C2043,Customer_1043,customer1043@example.com,2022-05-23
C2044,Customer_1044,customer1044@example.com,2023-10-27
C2045,Customer_1045,customer1045@example.com,2022-05-25
C2046,Customer_1046,customer1046@example.com,2022-08-13
C2047,Customer_1047,customer1047@example.com,2023-05-18
C2048,Customer_1048,customer1048@example.com,2023-09-08
C2049,Customer_1049,customer1049@example.com,2022-04-14
C2050,Customer_1050,customer1050@example.com,2022-02-08
C2051,Customer_1051,customer1051@example.com,2022-07-17
C2052,Customer_1052,customer1052@example.com,2023-10-08
C2053,Customer_1053,customer1053@example.com,2023-08-02
C2054,Customer_1054,customer1054@example.com,2023-01-26
C2055,Customer_1055,customer1055@example.com,2022-06-28
C2056,Customer_1056,customer1056@example.com,2023-07-08
C2057,Customer_1057,customer1057@example.com,2023-03-24
C2058,Customer_1058,customer1058@example.com,2023-05-15
C2059,Customer_1059,customer1059@example.com,2022-01-15
C2060,Customer_1060,customer1060@example.com,2023-09-15
C2061,Customer_1061,customer1061@example.com,2023-10-31
C2062,Customer_1062,customer1062@example.com,2022-10-16
C2063,Customer_1063,customer1063@example.com,2023-04-23
C2064,Customer_1064,customer1064@example.com,2022-08-19
C2065,Customer_1065,customer1065@example.com,2023-02-24
C2066,Customer_1066,customer1066@example.com,2022-06-06
C2067,Customer_1067,customer1067@example.com,2023-07-04
C2068,Customer_1068,customer1068@example.com,2023-03-17
C2069,Customer_1069,customer1069@example.com,2022-04-07
C2070,Customer_1070,customer1070@example.com,2023-02-15
C2071,Customer_1071,customer1071@example.com,2022-10-16
C2072,Customer_1072,customer1072@example.com,2022-09-11
C2073,Customer_1073,customer1073@example.com,2022-07-15
C2074,Customer_1074,customer1074@example.com,2023-08-21
C2075,Customer_1075,customer1075@example.com,2023-06-06
C2076,Customer_1076,customer1076@example.com,2023-06-01
C2077,Customer_1077,customer1077@example.com,2023-09-27
C2078,Customer_1078,customer1078@example.com,2022-04-28
C2079,Customer_1079,customer1079@example.com,2022-06-08
C2080,Customer_1080,customer1080@example.com,2022-08-16
C2081,Customer_1081,customer1081@example.com,2022-08-04
C2082,Customer_1082,customer1082@example.com,2023-11-27
C2083,Customer_1083,customer1083@example.com,2022-01-15
C2084,Customer_1084,customer1084@example.com,2022-06-06
C2085,Customer_1085,customer1085@example.com,2023-10-10
C2086,Customer_1086,customer1086@example.com,2022-09-18
C2087,Customer_1087,customer1087@example.com,2022-06-06
C2088,Customer_1088,customer1088@example.com,2022-02-16
C2089,Customer_1089,customer1089@example.com,2022-11-20
C2090,Customer_1090,customer1090@example.com,2023-11-16
C2091,Customer_1091,customer1091@example.com,2022-05-10
C2092,Customer_1092,customer1092@example.com,2023-02-15
C2093,Customer_1093,customer1093@example.com,2022-04-05
C2094,Customer_1094,customer1094@example.com,2023-09-19
C2095,Customer_1095,customer1095@example.com,2022-10-19
C2096,Customer_1096,customer1096@example.com,2022-10-10
C2097,Customer_1097,customer1097@example.com,2022-03-10
C2098,Customer_1098,customer1098@example.com,2023-10-22
C2099,Customer_1099,customer1099@example.com,2022-01-11
C2100,Customer_1100,customer1100@example.com,2022-09-11
C2101,Customer_1101,customer1101@example.com,2023-07-04
C2102,Customer_1102,customer1102@example.com,2022-05-14
C2103,Customer_1103,customer1103@example.com,2023-12-13
C2104,Customer_1104,customer1104@example.com,2022-01-23
C2105,Customer_1105,customer1105@example.com,2022-12-12
C2106,Customer_1106,customer1106@example.com,2022-10-29
C2107,Customer_1107,customer1107@example.com,2022-12-29
